sample,r2_score,reconstruction_error
P-0000894-T01-IM3,0.9176829764346092,2.0045875177429107
P-0001813-T01-IM3,0.9812228823746749,0.34955616293573905
P-0000655-T01-IM3,0.958381544915703,0.9243119131731875
P-0001097-T01-IM3,0.9951346830540799,0.10477186989536724
P-0001118-T01-IM3,0.767662892113723,3.7742926097444185
P-0000541-T01-IM3,0.950423176449653,1.5004577413298894
P-0001257-T01-IM3,0.9809010453699704,0.31357365305834445
P-0000641-T01-IM3,0.9692989190422945,0.5680874763436664
P-0002124-T01-IM3,0.7612605937071908,8.736826920850753
P-0000495-T01-IM3,0.9431104319874561,2.2212328653469147
P-0000969-T01-IM3,0.8916252461572404,3.308747586709558
P-0000714-T01-IM3,0.9522601893082706,0.6787699869651888
P-0000526-T01-IM3,0.8930578846857348,2.6172173042535802
P-0001184-T01-IM3,0.8456446039536668,5.724537621738756
P-0000426-T01-IM3,0.9289122644152651,1.9570888837511713
P-0000625-T01-IM3,0.9318772374733009,1.365496445289639
P-0000604-T01-IM3,0.9150001805880027,1.8530827976911453
P-0000703-T01-IM3,0.9279841347711534,1.0942002380178832
P-0000521-T01-IM3,0.9471310490074091,4.76973695491958
P-0000979-T01-IM3,0.9697217927353502,0.49816147386061
P-0001337-T01-IM3,0.8705155511784376,4.082723947537017
P-0000315-T01-IM3,0.9306315638462481,1.4534633937470431
P-0001150-T01-IM3,0.9660631056205639,0.6295640202226007
P-0001328-T01-IM3,0.8471463941958959,2.0469515399710323
P-0001061-T01-IM3,0.9702366102073309,0.7296586120090564
P-0000239-T01-IM3,0.9304838627418488,1.183547704236992
P-0001300-T01-IM3,0.9833893639314996,0.4639748970205247
P-0000671-T01-IM3,0.9760554983589612,0.46090111513382137
P-0001984-T01-IM3,0.9378905518838032,0.7785070747931967
P-0000380-T01-IM3,0.9639702724412383,0.8288216027069719
P-0000994-T01-IM3,0.9689449475469544,0.7688898254669245
P-0001168-T01-IM3,0.9301441113969304,0.7736717866587414
P-0000638-T01-IM3,0.9793879548532246,0.32201062367054184
P-0001390-T01-IM3,0.8743527799485185,2.066127501152679
P-0000998-T01-IM3,0.9131249083717183,2.8202269860094353
P-0000493-T01-IM3,0.954301987234546,1.1393610402121561
P-0000595-T01-IM3,0.9542717979929694,1.141046959009618
P-0001078-T01-IM3,0.9324644452983042,2.2241077638304665
P-0001175-T01-IM3,0.9508818395276308,0.6275095603204724
P-0000104-T01-IM3,0.9313337626330607,1.4160659767202495
P-0000483-T01-IM3,0.950014209632863,0.7638134803549761
P-0000973-T01-IM3,0.9482293706613939,1.2234773219205277
P-0000592-T01-IM3,0.9222783493674841,1.5015941863912219
P-0001314-T01-IM3,0.9362077449188491,2.0195456264211322
P-0000858-T01-IM3,0.9356550596792912,1.1794657364144217
P-0000219-T01-IM3,0.9687777087138163,0.5828692031436029
P-0000418-T01-IM3,0.7819412606169819,5.928471976975806
P-0001141-T01-IM3,0.9875379611931118,0.2761358905016106
P-0000687-T01-IM3,0.8782663965708144,2.1854597809512595
P-0000058-T01-IM3,0.9321371245448871,2.514388783444032
P-0001037-T01-IM3,0.9175453145296749,2.005310571253429
P-0001305-T01-IM3,0.884620979815,4.7392226875223935
P-0003939-T01-IM3,0.9491555593004063,1.0399114880331444
P-0000552-T01-IM3,0.9267087051292093,1.7720788081259031
P-0000561-T01-IM3,0.9607016868455247,0.9136356554421186
P-0000676-T01-IM3,0.9813370449405874,0.45407636193660256
P-0003958-T01-IM3,0.8346799981465876,2.934430032898071
P-0000725-T01-IM3,0.9448010350788217,1.6933549812745656
